displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,29101.28,,,2022,Annual
Total Revenue ,TotalRevenue,29101.28,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,18545.29,,,2022,Annual
Gross Profit ,GrossProfit,10555.99,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5119.09,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,816.36,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),111.43,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,633.29,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,25225.46,,,2022,Annual
Operating Income ,OperatingIncome,3875.82,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,184.19,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,44.36,,,2022,Annual
Other Net ,OtherNet,83.35,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,4187.72,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1102.91,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,3084.81,,,2022,Annual
Minority Interest ,MinorityInterest,-54.24,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3030.57,,,2022,Annual
Net Income ,NetIncome,3030.57,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3030.57,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3030.57,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,3030.57,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,95.91,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,31.60,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,19.15,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,32.11,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
