displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,-32.86
"Revenue growth rate, 5 year",revenueGrowthRate5Year,10.90
"EPS growth rate, 5 year",ePSGrowthRate5Year,7.84
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,-4.26
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,9.00
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,6.57
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),10.91
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,14.54
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,7.61
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,34.64
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,-4.48
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,5.23
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,13.89
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),-44.94
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,-3.07
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,7.61
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,15.41
