displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,8730.76,,,2024,Interim
Total Revenue ,TotalRevenue,8730.76,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,4914.72,,,2024,Interim
Gross Profit ,GrossProfit,3816.04,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,614.17,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,225.61,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),0.00,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1510.50,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,7265.00,,,2024,Interim
Operating Income ,OperatingIncome,1465.76,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-28.78,,,2024,Interim
Other Net ,OtherNet,187.11,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1624.09,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,348.79,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,1275.30,,,2024,Interim
Minority Interest ,MinorityInterest,-18.58,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1256.72,,,2024,Interim
Net Income ,NetIncome,1256.72,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1256.72,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1256.72,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,1256.72,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,95.89,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,13.11,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,28.15,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,13.11,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
