displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,33905.62,,,2025,Annual
Total Revenue ,TotalRevenue,33905.62,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,19515.78,,,2025,Annual
Gross Profit ,GrossProfit,14389.84,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2597.23,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1026.34,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),361.03,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,5786.40,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,29286.78,,,2025,Annual
Operating Income ,OperatingIncome,4618.84,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,150.41,,,2025,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,3.37,,,2025,Annual
Other Net ,OtherNet,330.45,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,5103.07,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1393.36,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,3709.71,,,2025,Annual
Minority Interest ,MinorityInterest,-42.48,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3667.23,,,2025,Annual
Net Income ,NetIncome,3667.23,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3667.23,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3667.23,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,3667.23,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,95.89,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,38.25,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,24.80,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,40.96,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
