Date,Volume,Delivery (%)
2024-06-06,1720339,42.0
2024-06-07,1708827,44.0
2024-06-10,939868,51.0
2024-06-11,879137,54.0
2024-06-12,1729484,51.0
2024-06-13,755219,59.0
2024-06-14,1033055,66.0
2024-06-18,759192,63.0
2024-06-19,1125698,59.0
2024-06-20,1190894,50.0
2024-06-21,1838412,47.0
2024-06-24,911685,57.0
2024-06-25,1247063,66.0
2024-06-26,1039822,62.0
2024-06-27,1695954,
2024-06-28,1337479,48.0
2024-07-01,1186582,62.0
2024-07-02,1077002,63.0
2024-07-03,1021867,54.0
2024-07-04,1017948,54.0
2024-07-05,906911,60.0
2024-07-08,851226,57.0
2024-07-09,722689,59.0
2024-07-10,2531480,41.0
2024-07-11,2035922,48.0
2024-07-12,2048581,48.0
2024-07-15,2534958,57.0
2024-07-16,2111261,58.0
2024-07-18,5513279,39.0
2024-07-19,2236291,42.0
2024-07-22,1643839,63.0
2024-07-23,1995476,65.0
2024-07-24,1493422,62.0
2024-07-25,1254410,62.0
2024-07-26,1470768,63.0
2024-07-29,871915,65.0
2024-07-30,2285558,55.0
2024-07-31,3744561,55.0
2024-08-01,1717524,45.0
2024-08-02,1399836,47.0
2024-08-05,2248905,57.0
2024-08-06,988094,52.0
2024-08-07,1932505,65.0
2024-08-08,1329159,50.0
2024-08-09,1710915,51.0
2024-08-12,1766811,55.0
2024-08-13,519109,51.0
2024-08-14,463227,39.0
2024-08-16,547666,33.0
2024-08-19,558788,41.0
2024-08-20,715630,55.0
2024-08-21,1217720,47.0
2024-08-22,1568161,58.0
2024-08-23,805891,57.0
2024-08-26,491589,54.0
2024-08-27,1022544,58.0
2024-08-28,551458,48.0
2024-08-29,862788,49.0
2024-08-30,1623674,56.0
2024-09-02,749149,49.0
2024-09-03,611032,67.0
2024-09-04,2454815,34.0
2024-09-05,1536137,60.0
2024-09-06,2209740,60.0
2024-09-09,1382516,52.0
2024-09-10,985473,69.0
2024-09-11,2647695,49.0
2024-09-12,1667590,52.0
2024-09-13,1171315,56.0
2024-09-16,1061797,69.0
2024-09-17,601106,68.0
2024-09-18,423625,39.0
2024-09-19,982360,40.0
2024-09-20,1674862,41.0
2024-09-23,557697,64.0
2024-09-24,1083381,65.0
2024-09-25,786362,58.0
2024-09-26,970028,59.0
2024-09-27,1344268,52.0
2024-09-30,1112252,55.0
2024-10-01,991081,38.0
2024-10-03,1800957,45.0
2024-10-04,1675486,33.0
2024-10-07,931437,58.0
2024-10-08,863386,53.0
2024-10-09,1362545,59.0
2024-10-10,1174955,64.0
2024-10-11,1084423,53.0
2024-10-14,761909,62.0
2024-10-15,1327647,55.0
2024-10-16,884023,58.0
2024-10-17,754666,64.0
2024-10-18,1036470,43.0
2024-10-21,846274,43.0
2024-10-22,558938,46.0
2024-10-23,640414,52.0
2024-10-24,617237,55.0
2024-10-25,1096350,51.0
2024-10-28,536125,45.0
2024-10-29,651347,52.0
2024-10-30,852846,61.0
2024-10-31,1154573,62.0
2024-11-01,128570,56.0
2024-11-04,1224748,62.0
2024-11-05,957849,59.0
2024-11-06,1885490,67.0
2024-11-07,1141010,53.0
2024-11-08,2237471,57.0
2024-11-11,9222425,40.0
2024-11-12,3555359,47.0
2024-11-13,1963151,37.0
2024-11-14,1290992,46.0
2024-11-18,989651,49.0
2024-11-19,964486,54.0
2024-11-21,1414293,54.0
2024-11-22,3942893,71.0
2024-11-25,1928950,65.0
2024-11-26,1226138,45.0
2024-11-27,885247,44.0
2024-11-28,1527208,58.0
2024-11-29,1103328,62.0
2024-12-02,958742,66.0
2024-12-03,1405968,69.0
2024-12-04,1023779,68.0
2024-12-05,3342819,59.0
2024-12-06,1904051,72.0
2024-12-09,2489804,60.0
2024-12-10,1719584,71.0
2024-12-11,1436559,52.0
2024-12-12,1211276,54.0
2024-12-13,1244281,44.0
2024-12-16,1036481,53.0
2024-12-17,1370673,59.0
2024-12-18,952146,53.0
2024-12-19,3083432,51.0
2024-12-20,1894358,52.0
2024-12-23,1005386,53.0
2024-12-24,666890,54.0
2024-12-26,1351111,55.0
2024-12-27,874015,51.0
2024-12-30,1109146,59.0
2024-12-31,760036,56.0
2025-01-01,1119785,43.0
2025-01-02,1449246,59.0
2025-01-03,1446377,59.0
2025-01-06,1245272,58.0
2025-01-07,821306,50.0
2025-01-08,1505680,52.0
2025-01-09,1542658,57.0
2025-01-10,1271550,67.0
2025-01-13,1304112,54.0
2025-01-14,1463417,66.0
2025-01-15,1347333,65.0
2025-01-16,1973575,67.0
2025-01-17,952650,50.0
2025-01-20,577752,45.0
2025-01-21,1510490,42.0
2025-01-22,906295,61.0
2025-01-23,1186462,60.0
2025-01-24,575086,46.0
2025-01-27,1128780,55.0
2025-01-28,959854,55.0
2025-01-29,1311183,57.0
2025-01-30,1180867,57.0
2025-01-31,1356163,59.0
2025-02-01,1434278,39.0
2025-02-03,1099710,45.0
2025-02-04,5669978,33.0
2025-02-05,3675755,33.0
2025-02-06,1354313,44.0
2025-02-07,1375740,61.0
2025-02-10,1263622,63.0
2025-02-11,1855660,61.0
