displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,539.51,,,2020,Annual
Cash Equivalents ,CashEquivalents,24.32,,,2020,Annual
Short Term Investments ,ShortTermInvestments,1177.01,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,1740.84,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1799.23,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,2288.40,,,2020,Annual
Total Inventory ,TotalInventory,3389.81,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,161.06,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,7580.11,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,7487.78,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1802.93,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5825.09,,,2020,Annual
Goodwill Net ,GoodwillNet,319.99,,,2020,Annual
Intangibles Net ,IntangiblesNet,267.47,,,2020,Annual
Long Term Investments ,LongTermInvestments,1517.65,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,361.01,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,283.45,,,2020,Annual
Total Assets ,TotalAssets,16154.77,,,2020,Annual
Accounts Payable ,AccountsPayable,2136.57,,,2020,Annual
Accrued Expenses ,AccruedExpenses,191.76,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,321.48,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,188.45,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1542.12,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4380.38,,,2020,Annual
Long Term Debt ,LongTermDebt,18.63,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,589.94,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,608.57,,,2020,Annual
Total Debt ,TotalDebt,1118.50,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,443.80,,,2020,Annual
Minority Interest ,MinorityInterest,403.53,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,188.33,,,2020,Annual
Total Liabilities ,TotalLiabilities,6024.61,,,2020,Annual
Common Stock Total ,CommonStockTotal,95.92,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),10005.96,,,2020,Annual
Other Equity Total ,OtherEquityTotal,28.28,,,2020,Annual
Total Equity ,TotalEquity,10130.16,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,16154.77,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,95.92,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,99.49,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
