displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,4304.35,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,791.27,,,2021,Annual
Non- Cash Items ,Non-CashItems,-126.09,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1286.18,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,3683.35,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-288.71,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-259.08,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-547.79,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,26.19,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-499.35,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-177.24,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-650.40,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,7.25,,,2021,Annual
Net Changein Cash ,NetChangeinCash,2492.41,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,89.31,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,1079.72,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
