displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,10210.79,,,2025,Interim
Total Revenue ,TotalRevenue,10210.79,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,6869.94,,,2025,Interim
Gross Profit ,GrossProfit,3340.85,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,627.92,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,205.44,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),0.00,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1251.65,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,8954.95,,,2025,Interim
Operating Income ,OperatingIncome,1255.84,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-72.99,,,2025,Interim
Other Net ,OtherNet,224.81,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1407.66,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,375.45,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,1032.21,,,2025,Interim
Minority Interest ,MinorityInterest,13.68,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1045.89,,,2025,Interim
Net Income ,NetIncome,1045.89,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1045.89,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1045.89,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,1045.89,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,20.03,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,52.21,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,52.21,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
