displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,4375.81,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,824.59,,,2025,Annual
Non- Cash Items ,Non-CashItems,904.84,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-1807.85,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,4297.39,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-856.63,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-846.73,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-1703.36,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-60.65,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-2799.83,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,6.92,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,38.17,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-2815.39,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-221.36,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,70.65,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,1565.15,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
