displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,273.24,,,2021,Annual
Short Term Investments ,ShortTermInvestments,6587.67,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6860.91,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2274.68,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,2337.12,,,2021,Annual
Total Inventory ,TotalInventory,1892.95,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,47.73,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,231.77,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,11370.48,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,10676.07,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4614.16,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,6298.31,,,2021,Annual
Intangibles Net ,IntangiblesNet,577.21,,,2021,Annual
Long Term Investments ,LongTermInvestments,4356.28,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,487.60,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,6.21,,,2021,Annual
Total Assets ,TotalAssets,23096.09,,,2021,Annual
Accounts Payable ,AccountsPayable,5264.18,,,2021,Annual
Accrued Expenses ,AccruedExpenses,0.39,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,285.16,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,41.26,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,913.54,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,6504.53,,,2021,Annual
Long Term Debt ,LongTermDebt,45.18,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,212.42,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,257.60,,,2021,Annual
Total Debt ,TotalDebt,584.02,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,452.74,,,2021,Annual
Minority Interest ,MinorityInterest,143.19,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,321.61,,,2021,Annual
Total Liabilities ,TotalLiabilities,7679.67,,,2021,Annual
Common Stock Total ,CommonStockTotal,39.96,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,31.49,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),15344.08,,,2021,Annual
Other Equity Total ,OtherEquityTotal,0.89,,,2021,Annual
Total Equity ,TotalEquity,15416.42,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,23096.09,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,19.98,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,742.78,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
