displayName,key,value
"EPS Change %, TTM over TTM",ePSChangePercentTTMOverTTM,16.88
"Revenue growth rate, 5 year",revenueGrowthRate5Year,6.94
"EPS growth rate, 5 year",ePSGrowthRate5Year,3.72
Revenue Change % - most recent quarter 1 year ago,revenueChangePercentMostRecentQuarter1YearAgo,3.67
"Growth rate% - dividend, 3 year",growthRatePercentDividend3Year,20.20
"Growth rate% - EPS, 3 year",growthRatePercentEPS3year,23.56
Revenue/share (5 yr growth),revenuePerShare(5yrGrowth),6.89
"Free Operating Cash Flow, 5 Year CAGR",freeOperatingCashFlow5YearCAGR,-22.37
"Tangible Book Value, Total Equity, 5 Year CAGR",tangibleBookValueTotalEquity5YearCAGR,5.44
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year Interim CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearInterimCAGR,7.92
"Capital Spending growth rate, 5 year",capitalSpendingGrowthRate5Year,-7.83
"Revenue Change %, TTM over TTM",revenueChangePercentTTMPOverTTM,8.30
"Growth rate% -  Revenue, 3 year",growthRatePercentRevenue3Year,11.46
"Book value per share growth rate, 5 year",bookValuePerShareGrowthRate5Year,5.96
EPS Change % - most recent quarter 1 year ago,ePSChangePercentMostRecentQuarter1YearAgo),24.24
"Net Profit Margin growth rate, 5 year",netProfitMarginGrowthRate5Year,-3.09
"Earnings Before Interest, Taxes, Depreciation & Amortization, 5 Year CAGR",earningsBeforeInterestTaxesDepreciationAmortization5YearCAGR,7.76
"Total Debt, 5 Year CAGR",totalDebt5YearCAGR,9.08
