displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,9787.86,,,2024,Interim
Total Revenue ,TotalRevenue,9787.86,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,6554.20,,,2024,Interim
Gross Profit ,GrossProfit,3233.66,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,618.42,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,193.92,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),0.00,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1230.36,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,8596.90,,,2024,Interim
Operating Income ,OperatingIncome,1190.96,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,21.55,,,2024,Interim
Other Net ,OtherNet,243.57,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1456.08,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,364.96,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,1091.12,,,2024,Interim
Minority Interest ,MinorityInterest,2.29,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1093.41,,,2024,Interim
Net Income ,NetIncome,1093.41,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1093.41,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1093.41,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,1093.41,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,20.03,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,54.59,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,75.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,54.59,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
