displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,266.59,,,2020,Annual
Short Term Investments ,ShortTermInvestments,5110.66,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5377.25,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1511.91,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,1564.40,,,2020,Annual
Total Inventory ,TotalInventory,1363.38,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,66.69,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,277.48,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,8649.20,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,10342.23,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4037.20,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,6509.67,,,2020,Annual
Intangibles Net ,IntangiblesNet,354.59,,,2020,Annual
Long Term Investments ,LongTermInvestments,3649.52,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,506.03,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,5.06,,,2020,Annual
Total Assets ,TotalAssets,19674.07,,,2020,Annual
Accounts Payable ,AccountsPayable,3127.62,,,2020,Annual
Accrued Expenses ,AccruedExpenses,0.17,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,165.88,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,35.73,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,949.67,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,4279.07,,,2020,Annual
Long Term Debt ,LongTermDebt,44.02,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,207.62,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,251.64,,,2020,Annual
Total Debt ,TotalDebt,453.25,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,472.58,,,2020,Annual
Minority Interest ,MinorityInterest,140.60,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,123.90,,,2020,Annual
Total Liabilities ,TotalLiabilities,5267.79,,,2020,Annual
Common Stock Total ,CommonStockTotal,39.95,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,18.40,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),14343.84,,,2020,Annual
Other Equity Total ,OtherEquityTotal,4.09,,,2020,Annual
Total Equity ,TotalEquity,14406.28,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,19674.07,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,19.97,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,703.50,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
