displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,32562.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4065.00,,,2021,Annual
Non- Cash Items ,Non-CashItems,10404.00,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-8229,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,38802.00,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-3176,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-4953,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-8129,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-4448,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-10850,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-16000,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1336,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-32634,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,173.00,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-1788,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,634.00,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,9092.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
