displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,12105.00,,,2025,Interim
Depreciation/ Depletion ,Depreciation/Depletion,1220.00,,,2025,Interim
Non- Cash Items ,Non-CashItems,3492.00,,,2025,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-6400,,,2025,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,10417.00,,,2025,Interim
Capital Expenditures ,CapitalExpenditures,-878,,,2025,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-91,,,2025,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-969,,,2025,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-237,,,2025,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-10131,,,2025,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-413,,,2025,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-10781,,,2025,Interim
Foreign Exchange Effects ,ForeignExchangeEffects,-14,,,2025,Interim
Net Changein Cash ,NetChangeinCash,-1347,,,2025,Interim
Cash Interest Paid ,CashInterestPaid,172.00,,,2025,Interim
Cash Taxes Paid ,CashTaxesPaid,3784.00,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
