displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,46099.00,,,2024,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4985.00,,,2024,Annual
Non- Cash Items ,Non-CashItems,12625.00,,,2024,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-19371,,,2024,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,44338.00,,,2024,Annual
Capital Expenditures ,CapitalExpenditures,-2674,,,2024,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,8700.00,,,2024,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,6026.00,,,2024,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-4785,,,2024,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-25137,,,2024,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-17000,,,2024,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1614,,,2024,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-48536,,,2024,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,65.00,,,2024,Annual
Net Changein Cash ,NetChangeinCash,1893.00,,,2024,Annual
Cash Interest Paid ,CashInterestPaid,699.00,,,2024,Annual
Cash Taxes Paid ,CashTaxesPaid,12489.00,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
