displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,48797.00,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,5242.00,,,2025,Annual
Non- Cash Items ,Non-CashItems,13814.00,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-18945,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,48908.00,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-5000,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,2682.00,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2318,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-910,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-44864,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.00,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1664,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-47438,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,174.00,,,2025,Annual
Net Changein Cash ,NetChangeinCash,-674,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,840.00,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,15586.00,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
