displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,2370.00,,,2025,Interim
Cash Equivalents ,CashEquivalents,5290.00,,,2025,Interim
Short Term Investments ,ShortTermInvestments,36962.00,,,2025,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,44622.00,,,2025,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,63524.00,,,2025,Interim
Total Receivables Net ,TotalReceivablesNet,66611.00,,,2025,Interim
Total Inventory ,TotalInventory,132.00,,,2025,Interim
Prepaid Expenses ,PrepaidExpenses,1070.00,,,2025,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,3149.00,,,2025,Interim
Total Current Assets ,TotalCurrentAssets,115584.00,,,2025,Interim
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,44677.00,,,2025,Interim
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-24962,,,2025,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,19715.00,,,2025,Interim
Goodwill Net ,GoodwillNet,1823.00,,,2025,Interim
Intangibles Net ,IntangiblesNet,452.00,,,2025,Interim
Long Term Investments ,LongTermInvestments,1938.00,,,2025,Interim
Note Receivable- Long Term ,NoteReceivable-LongTerm,2647.00,,,2025,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7589.00,,,2025,Interim
Total Assets ,TotalAssets,149748.00,,,2025,Interim
Accounts Payable ,AccountsPayable,11555.00,,,2025,Interim
Accrued Expenses ,AccruedExpenses,13981.00,,,2025,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2025,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1530.00,,,2025,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,19929.00,,,2025,Interim
Total Current Liabilities ,TotalCurrentLiabilities,46995.00,,,2025,Interim
Capital Lease Obligations ,CapitalLeaseObligations,7342.00,,,2025,Interim
Total Long Term Debt ,TotalLongTermDebt,7342.00,,,2025,Interim
Total Debt ,TotalDebt,8872.00,,,2025,Interim
Deferred Income Tax ,DeferredIncomeTax,914.00,,,2025,Interim
Minority Interest ,MinorityInterest,797.00,,,2025,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,1483.00,,,2025,Interim
Total Liabilities ,TotalLiabilities,57531.00,,,2025,Interim
Common Stock Total ,CommonStockTotal,362.00,,,2025,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),88888.00,,,2025,Interim
Unrealized Gain( Loss) ,UnrealizedGain(Loss),276.00,,,2025,Interim
Other Equity Total ,OtherEquityTotal,2691.00,,,2025,Interim
Total Equity ,TotalEquity,92217.00,,,2025,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,149748.00,,,2025,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,361.81,,,2025,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,248.59,,,2025,Interim
period Length ,periodLength,0.00,,,2025,Interim
