displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,32447.00,,,2020,Annual
Depreciation/ Depletion ,Depreciation/Depletion,3529.00,,,2020,Annual
Non- Cash Items ,Non-CashItems,6906.00,,,2020,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-10513,,,2020,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,32369.00,,,2020,Annual
Capital Expenditures ,CapitalExpenditures,-3249,,,2020,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,11814.00,,,2020,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,8565.00,,,2020,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1219,,,2020,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-37634,,,2020,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,0.00,,,2020,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1062,,,2020,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-39915,,,2020,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,403.00,,,2020,Annual
Net Changein Cash ,NetChangeinCash,1422.00,,,2020,Annual
Cash Interest Paid ,CashInterestPaid,924.00,,,2020,Annual
Cash Taxes Paid ,CashTaxesPaid,5846.00,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
