displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,5272.00,,,2021,Annual
Cash Equivalents ,CashEquivalents,1586.00,,,2021,Annual
Short Term Investments ,ShortTermInvestments,31422.00,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,38280.00,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,41107.00,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,54096.00,,,2021,Annual
Total Inventory ,TotalInventory,168.00,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,4679.00,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,2057.00,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,99280.00,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,37217.00,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-17548,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,19669.00,,,2021,Annual
Goodwill Net ,GoodwillNet,1798.00,,,2021,Annual
Intangibles Net ,IntangiblesNet,480.00,,,2021,Annual
Long Term Investments ,LongTermInvestments,932.00,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2551.00,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,6049.00,,,2021,Annual
Total Assets ,TotalAssets,130759.00,,,2021,Annual
Accounts Payable ,AccountsPayable,7860.00,,,2021,Annual
Accrued Expenses ,AccruedExpenses,11706.00,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1292.00,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,13297.00,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,34155.00,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,6503.00,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,6503.00,,,2021,Annual
Total Debt ,TotalDebt,7795.00,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,767.00,,,2021,Annual
Minority Interest ,MinorityInterest,675.00,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2226.00,,,2021,Annual
Total Liabilities ,TotalLiabilities,44326.00,,,2021,Annual
Common Stock Total ,CommonStockTotal,375.00,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),83069.00,,,2021,Annual
Treasury Stock- Common ,TreasuryStock-Common,-5,,,2021,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),828.00,,,2021,Annual
Other Equity Total ,OtherEquityTotal,2166.00,,,2021,Annual
Total Equity ,TotalEquity,86433.00,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,130759.00,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,369.91,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,227.50,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
