displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,164177.00,,,2021,Annual
Total Revenue ,TotalRevenue,164177.00,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,1462.00,,,2021,Annual
Gross Profit ,GrossProfit,162715.00,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,116169.00,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4065.00,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),1118.00,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-1,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,122813.00,,,2021,Annual
Operating Income ,OperatingIncome,41364.00,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,2441.00,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,13.00,,,2021,Annual
Other Net ,OtherNet,-58,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,43760.00,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,11198.00,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,32562.00,,,2021,Annual
Minority Interest ,MinorityInterest,-132,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,32430.00,,,2021,Annual
Net Income ,NetIncome,32430.00,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,32430.00,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,32430.00,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,32430.00,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,374.01,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,86.71,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,38.00,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,88.91,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
