displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,3424.00,,,2025,Annual
Cash Equivalents ,CashEquivalents,4907.00,,,2025,Annual
Short Term Investments ,ShortTermInvestments,35309.00,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,43640.00,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,66167.00,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,69984.00,,,2025,Annual
Total Inventory ,TotalInventory,247.00,,,2025,Annual
Prepaid Expenses ,PrepaidExpenses,2383.00,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,6757.00,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,123011.00,,,2025,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,48098.00,,,2025,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-26299,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,21799.00,,,2025,Annual
Goodwill Net ,GoodwillNet,1860.00,,,2025,Annual
Intangibles Net ,IntangiblesNet,940.00,,,2025,Annual
Long Term Investments ,LongTermInvestments,1984.00,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2426.00,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7609.00,,,2025,Annual
Total Assets ,TotalAssets,159629.00,,,2025,Annual
Accounts Payable ,AccountsPayable,13909.00,,,2025,Annual
Accrued Expenses ,AccruedExpenses,15158.00,,,2025,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1554.00,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,22380.00,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,53001.00,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,7838.00,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,7838.00,,,2025,Annual
Total Debt ,TotalDebt,9392.00,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,980.00,,,2025,Annual
Minority Interest ,MinorityInterest,1015.00,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2039.00,,,2025,Annual
Total Liabilities ,TotalLiabilities,64873.00,,,2025,Annual
Common Stock Total ,CommonStockTotal,362.00,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),90554.00,,,2025,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),655.00,,,2025,Annual
Other Equity Total ,OtherEquityTotal,3185.00,,,2025,Annual
Total Equity ,TotalEquity,94756.00,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,159629.00,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,361.81,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,254.16,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
