displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,225458.00,,,2023,Annual
Total Revenue ,TotalRevenue,225458.00,,,2023,Annual
Costof Revenue Total ,CostofRevenueTotal,1881.00,,,2023,Annual
Gross Profit ,GrossProfit,223577.00,,,2023,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,164318.00,,,2023,Annual
Depreciation/ Amortization ,Depreciation/Amortization,5022.00,,,2023,Annual
Unusual Expense( Income) ,UnusualExpense(Income),2.00,,,2023,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,0.00,,,2023,Annual
Total Operating Expense ,TotalOperatingExpense,171223.00,,,2023,Annual
Operating Income ,OperatingIncome,54235.00,,,2023,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,2836.00,,,2023,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,26.00,,,2023,Annual
Other Net ,OtherNet,-190,,,2023,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,56907.00,,,2023,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,14604.00,,,2023,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,42303.00,,,2023,Annual
Minority Interest ,MinorityInterest,-156,,,2023,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,42147.00,,,2023,Annual
Net Income ,NetIncome,42147.00,,,2023,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,42147.00,,,2023,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,42147.00,,,2023,Annual
Diluted Net Income ,DilutedNetIncome,42147.00,,,2023,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,365.91,,,2023,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,115.19,,,2023,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,48.00,,,2023,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,115.14,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
