displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,8241.00,,,2020,Annual
Cash Equivalents ,CashEquivalents,405.00,,,2020,Annual
Short Term Investments ,ShortTermInvestments,26945.00,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,35591.00,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,41300.00,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,51295.00,,,2020,Annual
Total Inventory ,TotalInventory,144.00,,,2020,Annual
Prepaid Expenses ,PrepaidExpenses,1513.00,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1694.00,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,90237.00,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,35344.00,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-15503,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,19841.00,,,2020,Annual
Goodwill Net ,GoodwillNet,1710.00,,,2020,Annual
Intangibles Net ,IntangiblesNet,283.00,,,2020,Annual
Long Term Investments ,LongTermInvestments,564.00,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,3177.00,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,5087.00,,,2020,Annual
Total Assets ,TotalAssets,120899.00,,,2020,Annual
Accounts Payable ,AccountsPayable,6740.00,,,2020,Annual
Accrued Expenses ,AccruedExpenses,9530.00,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1268.00,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,9522.00,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,27060.00,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,6906.00,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,6906.00,,,2020,Annual
Total Debt ,TotalDebt,8174.00,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,779.00,,,2020,Annual
Minority Interest ,MinorityInterest,623.00,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1405.00,,,2020,Annual
Total Liabilities ,TotalLiabilities,36773.00,,,2020,Annual
Common Stock Total ,CommonStockTotal,375.00,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),81312.00,,,2020,Annual
Treasury Stock- Common ,TreasuryStock-Common,0.00,,,2020,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),796.00,,,2020,Annual
Other Equity Total ,OtherEquityTotal,1643.00,,,2020,Annual
Total Equity ,TotalEquity,84126.00,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,120899.00,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,375.24,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,218.88,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
