displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,156949.00,,,2020,Annual
Total Revenue ,TotalRevenue,156949.00,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,1905.00,,,2020,Annual
Gross Profit ,GrossProfit,155044.00,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,112935.00,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,3529.00,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-1,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,118368.00,,,2020,Annual
Operating Income ,OperatingIncome,38581.00,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,4021.00,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,46.00,,,2020,Annual
Other Net ,OtherNet,-400,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,42248.00,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,9801.00,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,32447.00,,,2020,Annual
Minority Interest ,MinorityInterest,-107,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,32340.00,,,2020,Annual
Net Income ,NetIncome,32340.00,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,32340.00,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,32340.00,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,32340.00,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,375.24,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,86.19,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,33.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,86.09,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
