displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,2795.00,,,2024,Annual
Cash Equivalents ,CashEquivalents,6212.00,,,2024,Annual
Short Term Investments ,ShortTermInvestments,34763.00,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,43770.00,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,60187.00,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,63407.00,,,2024,Annual
Total Inventory ,TotalInventory,204.00,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,2055.00,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,3548.00,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,112984.00,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,43303.00,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-24477,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,18826.00,,,2024,Annual
Goodwill Net ,GoodwillNet,1832.00,,,2024,Annual
Intangibles Net ,IntangiblesNet,510.00,,,2024,Annual
Long Term Investments ,LongTermInvestments,2529.00,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2386.00,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7382.00,,,2024,Annual
Total Assets ,TotalAssets,146449.00,,,2024,Annual
Accounts Payable ,AccountsPayable,9981.00,,,2024,Annual
Accrued Expenses ,AccruedExpenses,14609.00,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,1505.00,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,20009.00,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,46104.00,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,6516.00,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,6516.00,,,2024,Annual
Total Debt ,TotalDebt,8021.00,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,977.00,,,2024,Annual
Minority Interest ,MinorityInterest,830.00,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,1533.00,,,2024,Annual
Total Liabilities ,TotalLiabilities,55960.00,,,2024,Annual
Common Stock Total ,CommonStockTotal,362.00,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),86946.00,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),235.00,,,2024,Annual
Other Equity Total ,OtherEquityTotal,2946.00,,,2024,Annual
Total Equity ,TotalEquity,90489.00,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,146449.00,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,361.81,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,243.63,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
