displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,62613.00,,,2025,Interim
Total Revenue ,TotalRevenue,62613.00,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,2151.00,,,2025,Interim
Gross Profit ,GrossProfit,60462.00,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,43248.00,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,1220.00,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-7,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,552.00,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,47164.00,,,2025,Interim
Operating Income ,OperatingIncome,15449.00,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,787.00,,,2025,Interim
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,2.00,,,2025,Interim
Other Net ,OtherNet,-7,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,16231.00,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,4126.00,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,12105.00,,,2025,Interim
Minority Interest ,MinorityInterest,-65,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,12040.00,,,2025,Interim
Net Income ,NetIncome,12040.00,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,12040.00,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,12040.00,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,12040.00,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,361.81,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,33.28,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,33.26,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
