displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,191754.00,,,2022,Annual
Total Revenue ,TotalRevenue,191754.00,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,1163.00,,,2022,Annual
Gross Profit ,GrossProfit,190591.00,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,137534.00,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,4604.00,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-7,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,9.00,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,143303.00,,,2022,Annual
Operating Income ,OperatingIncome,48451.00,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,3391.00,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,23.00,,,2022,Annual
Other Net ,OtherNet,-178,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,51687.00,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,13238.00,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,38449.00,,,2022,Annual
Minority Interest ,MinorityInterest,-122,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,38327.00,,,2022,Annual
Net Income ,NetIncome,38327.00,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,38327.00,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,38327.00,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,38327.00,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,369.88,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,103.62,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,43.00,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,103.56,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
