displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,17453.05,,,2023,Annual
Depreciation/ Depletion ,Depreciation/Depletion,13333.38,,,2023,Annual
Non- Cash Items ,Non-CashItems,9720.84,,,2023,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-304.40,,,2023,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,40202.87,,,2023,Annual
Capital Expenditures ,CapitalExpenditures,-8242.63,,,2023,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,1104.38,,,2023,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-7138.25,,,2023,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-8637.94,,,2023,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-8544.93,,,2023,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-13266.69,,,2023,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-30449.56,,,2023,Annual
Net Changein Cash ,NetChangeinCash,2615.06,,,2023,Annual
Cash Interest Paid ,CashInterestPaid,8637.94,,,2023,Annual
Cash Taxes Paid ,CashTaxesPaid,2853.04,,,2023,Annual
period Length ,periodLength,12,,,2023,Annual
period Type ,periodType,Months,,,2023,Annual
