displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,581.64,,,2020,Annual
Cash Equivalents ,CashEquivalents,4258.48,,,2020,Annual
Short Term Investments ,ShortTermInvestments,577.50,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5417.62,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,5040.71,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,5522.28,,,2020,Annual
Total Inventory ,TotalInventory,1436.75,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,5735.28,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,18111.93,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,225390.13,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-45938.57,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,214355.97,,,2020,Annual
Intangibles Net ,IntangiblesNet,1935.28,,,2020,Annual
Long Term Investments ,LongTermInvestments,1442.22,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1715.42,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,19092.40,,,2020,Annual
Total Assets ,TotalAssets,256653.22,,,2020,Annual
Accounts Payable ,AccountsPayable,226.54,,,2020,Annual
Accrued Expenses ,AccruedExpenses,3381.96,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,3000.00,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,9852.27,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,13620.81,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,30081.58,,,2020,Annual
Long Term Debt ,LongTermDebt,135421.11,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,13.29,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,135434.40,,,2020,Annual
Total Debt ,TotalDebt,148286.67,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,11228.78,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,15213.11,,,2020,Annual
Total Liabilities ,TotalLiabilities,191957.87,,,2020,Annual
Common Stock Total ,CommonStockTotal,5231.59,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9578.29,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),49858.13,,,2020,Annual
Other Equity Total ,OtherEquityTotal,27.34,,,2020,Annual
Total Equity ,TotalEquity,64695.35,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,256653.22,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,930.06,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,67.48,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
