displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,4487.23,,,2021,Annual
Short Term Investments ,ShortTermInvestments,1563.41,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6050.64,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,10810.01,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,10982.85,,,2021,Annual
Total Inventory ,TotalInventory,1376.69,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,6975.93,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,25386.11,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,239278.69,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-57167.96,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,206790.53,,,2021,Annual
Intangibles Net ,IntangiblesNet,1774.94,,,2021,Annual
Long Term Investments ,LongTermInvestments,1578.24,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1614.21,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,18545.44,,,2021,Annual
Total Assets ,TotalAssets,255689.47,,,2021,Annual
Accounts Payable ,AccountsPayable,187.48,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1800.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,12239.51,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,16326.59,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,30553.58,,,2021,Annual
Long Term Debt ,LongTermDebt,129174.79,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,18.20,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,129192.99,,,2021,Annual
Total Debt ,TotalDebt,143232.50,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,11836.62,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,14170.21,,,2021,Annual
Total Liabilities ,TotalLiabilities,185753.40,,,2021,Annual
Common Stock Total ,CommonStockTotal,5231.59,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9578.29,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),55059.05,,,2021,Annual
Other Equity Total ,OtherEquityTotal,67.14,,,2021,Annual
Total Equity ,TotalEquity,69936.07,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,255689.47,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,930.06,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,73.29,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
