displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,11674.04,,,2019,Annual
Depreciation/ Depletion ,Depreciation/Depletion,10540.95,,,2019,Annual
Non- Cash Items ,Non-CashItems,8779.47,,,2019,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-7723.30,,,2019,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,23271.16,,,2019,Annual
Capital Expenditures ,CapitalExpenditures,-22450.66,,,2019,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,3723.21,,,2019,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-18727.45,,,2019,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-11209.89,,,2019,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-4514.87,,,2019,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,13293.98,,,2019,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-2430.78,,,2019,Annual
Net Changein Cash ,NetChangeinCash,2112.93,,,2019,Annual
Cash Interest Paid ,CashInterestPaid,10292.35,,,2019,Annual
Cash Taxes Paid ,CashTaxesPaid,2280.75,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
