displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Other Revenue Total ,OtherRevenueTotal,45792.32,,,2025,Annual
Total Revenue ,TotalRevenue,45792.32,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,2604.40,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,12904.15,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,4122.55,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,19631.10,,,2025,Annual
Operating Income ,OperatingIncome,26161.22,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-8810.39,,,2025,Annual
Other Net ,OtherNet,1667.06,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,19017.89,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3772.76,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,15245.13,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,15245.13,,,2025,Annual
Net Income ,NetIncome,15245.13,,,2025,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,2763.10,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,15521.44,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,15521.44,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,15521.44,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,947.01,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,16.39,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,9.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,16.39,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
