displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,382.33,,,2019,Annual
Cash Equivalents ,CashEquivalents,3265.40,,,2019,Annual
Short Term Investments ,ShortTermInvestments,668.74,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4316.47,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4728.10,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,5305.70,,,2019,Annual
Total Inventory ,TotalInventory,1261.47,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,6778.25,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,17661.89,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,205166.93,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-34107.20,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,208448.20,,,2019,Annual
Intangibles Net ,IntangiblesNet,1924.19,,,2019,Annual
Long Term Investments ,LongTermInvestments,1459.92,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2326.12,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,15537.27,,,2019,Annual
Total Assets ,TotalAssets,247357.59,,,2019,Annual
Accounts Payable ,AccountsPayable,365.13,,,2019,Annual
Accrued Expenses ,AccruedExpenses,3570.25,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,4300.00,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,10746.85,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,13632.70,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,32614.93,,,2019,Annual
Long Term Debt ,LongTermDebt,131329.51,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,131329.51,,,2019,Annual
Total Debt ,TotalDebt,146376.36,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,10018.48,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,14306.28,,,2019,Annual
Total Liabilities ,TotalLiabilities,188269.20,,,2019,Annual
Common Stock Total ,CommonStockTotal,5231.59,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9578.29,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),44201.82,,,2019,Annual
Other Equity Total ,OtherEquityTotal,76.69,,,2019,Annual
Total Equity ,TotalEquity,59088.39,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,247357.59,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,930.06,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,61.46,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
