displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Other Revenue Total ,OtherRevenueTotal,11006.18,,,2025,Interim
Total Revenue ,TotalRevenue,11006.18,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,617.36,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,3200.39,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,786.35,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,4604.10,,,2025,Interim
Operating Income ,OperatingIncome,6402.08,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2009.95,,,2025,Interim
Other Net ,OtherNet,273.41,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,4665.54,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,879.30,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,3786.24,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3786.24,,,2025,Interim
Net Income ,NetIncome,3786.24,,,2025,Interim
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,-623.20,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3723.92,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3723.92,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,3723.92,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,930.98,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,4.00,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,4.00,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
