displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,258.68,,,2019,Annual
Cash Equivalents ,CashEquivalents,59.13,,,2019,Annual
Short Term Investments ,ShortTermInvestments,17720.86,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,18038.67,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4589.13,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,4996.21,,,2019,Annual
Total Inventory ,TotalInventory,7943.97,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,768.42,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,31747.27,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,27298.42,,,2019,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-4546.50,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,22751.92,,,2019,Annual
Goodwill Net ,GoodwillNet,202.53,,,2019,Annual
Intangibles Net ,IntangiblesNet,556.16,,,2019,Annual
Long Term Investments ,LongTermInvestments,14081.16,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1518.73,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,940.64,,,2019,Annual
Total Assets ,TotalAssets,71798.41,,,2019,Annual
Accounts Payable ,AccountsPayable,3509.58,,,2019,Annual
Accrued Expenses ,AccruedExpenses,1.97,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,2.16,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,3.43,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,6494.85,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,10011.99,,,2019,Annual
Long Term Debt ,LongTermDebt,8.15,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,8.15,,,2019,Annual
Total Debt ,TotalDebt,13.74,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,2052.06,,,2019,Annual
Minority Interest ,MinorityInterest,343.47,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,241.87,,,2019,Annual
Total Liabilities ,TotalLiabilities,12657.54,,,2019,Annual
Common Stock Total ,CommonStockTotal,1225.86,,,2019,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,8493.93,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),48074.75,,,2019,Annual
Other Equity Total ,OtherEquityTotal,1346.33,,,2019,Annual
Total Equity ,TotalEquity,59140.87,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,71798.41,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1225.86,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,47.63,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
