displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,639.57,,,2020,Annual
Cash Equivalents ,CashEquivalents,10.78,,,2020,Annual
Short Term Investments ,ShortTermInvestments,25370.93,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,26021.28,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3117.40,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,3551.49,,,2020,Annual
Total Inventory ,TotalInventory,8965.53,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,967.05,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,39505.35,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,26617.70,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-6017.62,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,23851.69,,,2020,Annual
Goodwill Net ,GoodwillNet,202.53,,,2020,Annual
Intangibles Net ,IntangiblesNet,530.22,,,2020,Annual
Long Term Investments ,LongTermInvestments,11716.03,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,602.09,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,959.13,,,2020,Annual
Total Assets ,TotalAssets,77367.04,,,2020,Annual
Accounts Payable ,AccountsPayable,3629.83,,,2020,Annual
Accrued Expenses ,AccruedExpenses,1.92,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1.72,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,66.13,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,5860.17,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,9559.77,,,2020,Annual
Long Term Debt ,LongTermDebt,5.90,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,204.00,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,209.90,,,2020,Annual
Total Debt ,TotalDebt,277.75,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,1627.20,,,2020,Annual
Minority Interest ,MinorityInterest,377.47,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,319.44,,,2020,Annual
Total Liabilities ,TotalLiabilities,12093.78,,,2020,Annual
Common Stock Total ,CommonStockTotal,1229.22,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,9182.66,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),54855.19,,,2020,Annual
Other Equity Total ,OtherEquityTotal,6.19,,,2020,Annual
Total Equity ,TotalEquity,65273.26,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,77367.04,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1229.22,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,52.51,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
