tickerId,companyName,remarks,boardMeetDate,purpose
S0003182,Grasim Industries,,2025-05-22,Audited Results & Dividend
S0003182,Grasim Industries,,2025-02-10,Quarterly Results
S0003182,Grasim Industries,,2024-11-14,Quarterly Results
S0003182,Grasim Industries,,2024-08-09,Quarterly Results
S0003182,Grasim Industries,,2024-05-22,Audited Results & Final Dividend
S0003182,Grasim Industries,,2024-02-08,Quarterly Results
S0003182,Grasim Industries,"Inter alia, to consider and approve various matters in connection with the Rights issue, including the specific terms of the Rights issue.",2024-01-04,Others
S0003182,Grasim Industries,,2023-11-13,Quarterly Results
S0003182,Grasim Industries,"Inter alia, to consider the proposal for raising of fund by way of equity shares or other securities through rights issue, qualified institutions placement, preferential issue or any other method.",2023-10-16,Others
S0003182,Grasim Industries,,2023-08-10,Quarterly Results
S0003182,Grasim Industries,,2023-05-26,Audited Results & Final Dividend
S0003182,Grasim Industries,,2023-02-14,Quarterly Results
S0003182,Grasim Industries,,2022-11-14,Quarterly Results
S0003182,Grasim Industries,,2022-08-12,Quarterly Results
S0003182,Grasim Industries,,2022-05-24,Audited Results & Dividend
S0003182,Grasim Industries,,2022-02-14,Quarterly Results
S0003182,Grasim Industries,(Revised),2021-11-12,Quarterly Results
S0003182,Grasim Industries,,2021-11-11,Quarterly Results
S0003182,Grasim Industries,,2021-08-13,Quarterly Results
S0003182,Grasim Industries,,2021-05-24,Audited Results & Final Dividend
S0003182,Grasim Industries,,2021-02-12,Quarterly Results
