displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,31965.48,,,2024,Interim
Total Revenue ,TotalRevenue,31965.48,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,11131.60,,,2024,Interim
Gross Profit ,GrossProfit,20833.88,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,7393.12,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,1244.43,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,6547.33,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,26316.48,,,2024,Interim
Operating Income ,OperatingIncome,5649.00,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2433.75,,,2024,Interim
Other Net ,OtherNet,256.49,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,3471.74,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,868.31,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2603.43,,,2024,Interim
Minority Interest ,MinorityInterest,-1088.99,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1514.44,,,2024,Interim
Net Income ,NetIncome,1514.44,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1514.44,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1514.44,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,1514.44,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,65.96,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,22.96,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,22.96,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
