displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1736.27,,,2022,Annual
Cash Equivalents ,CashEquivalents,504.43,,,2022,Annual
Short Term Investments ,ShortTermInvestments,14722.09,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,16962.79,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,5414.17,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,23183.63,,,2022,Annual
Total Inventory ,TotalInventory,10683.53,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,5928.21,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,56758.16,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,85167.62,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-18568.04,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,66599.58,,,2022,Annual
Goodwill Net ,GoodwillNet,20058.50,,,2022,Annual
Intangibles Net ,IntangiblesNet,8938.35,,,2022,Annual
Long Term Investments ,LongTermInvestments,51989.26,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,57373.00,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,27677.98,,,2022,Annual
Total Assets ,TotalAssets,289394.83,,,2022,Annual
Accounts Payable ,AccountsPayable,12448.90,,,2022,Annual
Accrued Expenses ,AccruedExpenses,2027.97,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,13081.84,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,13797.01,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,16528.75,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,57884.47,,,2022,Annual
Long Term Debt ,LongTermDebt,46545.96,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1319.38,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,47865.34,,,2022,Annual
Total Debt ,TotalDebt,74744.19,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,8526.67,,,2022,Annual
Minority Interest ,MinorityInterest,40476.48,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,58943.64,,,2022,Annual
Total Liabilities ,TotalLiabilities,213696.60,,,2022,Annual
Common Stock Total ,CommonStockTotal,131.67,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,27229.59,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),46345.47,,,2022,Annual
Treasury Stock- Common ,TreasuryStock-Common,-239.30,,,2022,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,301.83,,,2022,Annual
Other Equity Total ,OtherEquityTotal,1928.97,,,2022,Annual
Total Equity ,TotalEquity,75698.23,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,289394.83,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,66.09,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,706.59,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
