displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,2263.78,,,2020,Annual
Cash Equivalents ,CashEquivalents,801.28,,,2020,Annual
Short Term Investments ,ShortTermInvestments,11494.28,,,2020,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,14559.34,,,2020,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,5771.21,,,2020,Annual
Total Receivables Net ,TotalReceivablesNet,21875.75,,,2020,Annual
Total Inventory ,TotalInventory,7720.08,,,2020,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,7897.75,,,2020,Annual
Total Current Assets ,TotalCurrentAssets,52052.92,,,2020,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,74021.54,,,2020,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-12209.47,,,2020,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,61812.08,,,2020,Annual
Goodwill Net ,GoodwillNet,20046.50,,,2020,Annual
Intangibles Net ,IntangiblesNet,9765.97,,,2020,Annual
Long Term Investments ,LongTermInvestments,32097.90,,,2020,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,50070.44,,,2020,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,18473.20,,,2020,Annual
Total Assets ,TotalAssets,244319.01,,,2020,Annual
Accounts Payable ,AccountsPayable,6582.91,,,2020,Annual
Accrued Expenses ,AccruedExpenses,2143.30,,,2020,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,12109.16,,,2020,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,12573.72,,,2020,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,13209.86,,,2020,Annual
Total Current Liabilities ,TotalCurrentLiabilities,46618.95,,,2020,Annual
Long Term Debt ,LongTermDebt,58737.80,,,2020,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1356.30,,,2020,Annual
Total Long Term Debt ,TotalLongTermDebt,60094.10,,,2020,Annual
Total Debt ,TotalDebt,84776.98,,,2020,Annual
Deferred Income Tax ,DeferredIncomeTax,6979.00,,,2020,Annual
Minority Interest ,MinorityInterest,34304.79,,,2020,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,39689.88,,,2020,Annual
Total Liabilities ,TotalLiabilities,187686.72,,,2020,Annual
Common Stock Total ,CommonStockTotal,131.57,,,2020,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,27170.25,,,2020,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),35256.78,,,2020,Annual
Treasury Stock- Common ,TreasuryStock-Common,-160.03,,,2020,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,263.39,,,2020,Annual
Other Equity Total ,OtherEquityTotal,-6029.67,,,2020,Annual
Total Equity ,TotalEquity,56632.29,,,2020,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,244319.01,,,2020,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,66.04,,,2020,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,406.09,,,2020,Annual
period Length ,periodLength,0.00,,,2020,Annual
