displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,136.00,,,2021,Annual
Short Term Investments ,ShortTermInvestments,3150.00,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3286.00,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,465.00,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,1238.00,,,2021,Annual
Total Inventory ,TotalInventory,8498.00,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,27.00,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,148.00,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,13197.00,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3039.00,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-889,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2152.00,,,2021,Annual
Goodwill Net ,GoodwillNet,123.00,,,2021,Annual
Intangibles Net ,IntangiblesNet,256.00,,,2021,Annual
Long Term Investments ,LongTermInvestments,43.00,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,450.00,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,231.00,,,2021,Annual
Total Assets ,TotalAssets,16452.00,,,2021,Annual
Accounts Payable ,AccountsPayable,789.00,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,4366.00,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,204.00,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2355.00,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,7714.00,,,2021,Annual
Long Term Debt ,LongTermDebt,9.00,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1059.00,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,1068.00,,,2021,Annual
Total Debt ,TotalDebt,5638.00,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,8.00,,,2021,Annual
Minority Interest ,MinorityInterest,5.00,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,155.00,,,2021,Annual
Total Liabilities ,TotalLiabilities,8950.00,,,2021,Annual
Common Stock Total ,CommonStockTotal,89.00,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,141.00,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),7277.00,,,2021,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,4.00,,,2021,Annual
Other Equity Total ,OtherEquityTotal,-9,,,2021,Annual
Total Equity ,TotalEquity,7502.00,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,16452.00,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,89.00,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,80.03,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
