displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,4623.00,,,2024,Interim
Depreciation/ Depletion ,Depreciation/Depletion,584.00,,,2024,Interim
Non- Cash Items ,Non-CashItems,197.00,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-3709,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,1695.00,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-691,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,502.00,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-189,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-5516,,,2024,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-888,,,2024,Interim
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-236,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,5311.00,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-1329,,,2024,Interim
Foreign Exchange Effects ,ForeignExchangeEffects,0.00,,,2024,Interim
Net Changein Cash ,NetChangeinCash,177.00,,,2024,Interim
Cash Interest Paid ,CashInterestPaid,619.00,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,1173.00,,,2024,Interim
period Length ,periodLength,12,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
