displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,1327.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,375.00,,,2021,Annual
Non- Cash Items ,Non-CashItems,87.00,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,2350.00,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,4139.00,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-146,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-2655,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-2801,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-203,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-355,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-676,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1234,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,2.00,,,2021,Annual
Net Changein Cash ,NetChangeinCash,106.00,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,203.00,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,271.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
