displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,409.00,,,2024,Interim
Short Term Investments ,ShortTermInvestments,2131.00,,,2024,Interim
Cashand Short Term Investments ,CashandShortTermInvestments,2540.00,,,2024,Interim
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,1188.00,,,2024,Interim
Total Receivables Net ,TotalReceivablesNet,2940.00,,,2024,Interim
Total Inventory ,TotalInventory,19203.00,,,2024,Interim
Prepaid Expenses ,PrepaidExpenses,106.00,,,2024,Interim
Other Current Assets Total ,OtherCurrentAssetsTotal,819.00,,,2024,Interim
Total Current Assets ,TotalCurrentAssets,25608.00,,,2024,Interim
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,5153.00,,,2024,Interim
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1873,,,2024,Interim
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,3368.00,,,2024,Interim
Goodwill Net ,GoodwillNet,123.00,,,2024,Interim
Intangibles Net ,IntangiblesNet,314.00,,,2024,Interim
Long Term Investments ,LongTermInvestments,680.00,,,2024,Interim
Note Receivable- Long Term ,NoteReceivable-LongTerm,1082.00,,,2024,Interim
Other Long Term Assets Total ,OtherLongTermAssetsTotal,375.00,,,2024,Interim
Total Assets ,TotalAssets,31550.00,,,2024,Interim
Accounts Payable ,AccountsPayable,1410.00,,,2024,Interim
Accrued Expenses ,AccruedExpenses,277.00,,,2024,Interim
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,5341.00,,,2024,Interim
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,4853.00,,,2024,Interim
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,4648.00,,,2024,Interim
Total Current Liabilities ,TotalCurrentLiabilities,16529.00,,,2024,Interim
Long Term Debt ,LongTermDebt,3302.00,,,2024,Interim
Capital Lease Obligations ,CapitalLeaseObligations,2032.00,,,2024,Interim
Total Long Term Debt ,TotalLongTermDebt,5334.00,,,2024,Interim
Total Debt ,TotalDebt,15528.00,,,2024,Interim
Deferred Income Tax ,DeferredIncomeTax,3.00,,,2024,Interim
Minority Interest ,MinorityInterest,0.00,,,2024,Interim
Other Liabilities Total ,OtherLiabilitiesTotal,291.00,,,2024,Interim
Total Liabilities ,TotalLiabilities,22157.00,,,2024,Interim
Common Stock Total ,CommonStockTotal,89.00,,,2024,Interim
Additional Paid- In Capital ,AdditionalPaid-InCapital,142.00,,,2024,Interim
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),9486.00,,,2024,Interim
Treasury Stock- Common ,TreasuryStock-Common,-236,,,2024,Interim
ESOP Debt Guarantee ,ESOPDebtGuarantee,48.00,,,2024,Interim
Other Equity Total ,OtherEquityTotal,-136,,,2024,Interim
Total Equity ,TotalEquity,9393.00,,,2024,Interim
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,31550.00,,,2024,Interim
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,89.00,,,2024,Interim
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,100.63,,,2024,Interim
period Length ,periodLength,0.00,,,2024,Interim
