displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,60456.00,,,2025,Annual
Total Revenue ,TotalRevenue,60456.00,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,47456.00,,,2025,Annual
Gross Profit ,GrossProfit,13000.00,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3464.00,,,2025,Annual
Depreciation/ Amortization ,Depreciation/Amortization,693.00,,,2025,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,3842.00,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,55455.00,,,2025,Annual
Operating Income ,OperatingIncome,5001.00,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-953,,,2025,Annual
Other Net ,OtherNet,486.00,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,4534.00,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1198.00,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,3336.00,,,2025,Annual
Minority Interest ,MinorityInterest,0.00,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3336.00,,,2025,Annual
Net Income ,NetIncome,3336.00,,,2025,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,10.00,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3337.00,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3337.00,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,3337.00,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,88.73,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,37.61,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,11.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,37.61,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
