displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,232.00,,,2023,Annual
Short Term Investments ,ShortTermInvestments,2484.00,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,2716.00,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,832.00,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,1885.00,,,2023,Annual
Total Inventory ,TotalInventory,16763.00,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,98.00,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,945.00,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,22407.00,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4268.00,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-1507,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2761.00,,,2023,Annual
Goodwill Net ,GoodwillNet,123.00,,,2023,Annual
Intangibles Net ,IntangiblesNet,257.00,,,2023,Annual
Long Term Investments ,LongTermInvestments,352.00,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,801.00,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,322.00,,,2023,Annual
Total Assets ,TotalAssets,27023.00,,,2023,Annual
Accounts Payable ,AccountsPayable,1214.00,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,7494.00,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,266.00,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,4290.00,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,13264.00,,,2023,Annual
Long Term Debt ,LongTermDebt,0.00,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1607.00,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,1607.00,,,2023,Annual
Total Debt ,TotalDebt,9367.00,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,3.00,,,2023,Annual
Minority Interest ,MinorityInterest,53.00,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,245.00,,,2023,Annual
Total Liabilities ,TotalLiabilities,15172.00,,,2023,Annual
Common Stock Total ,CommonStockTotal,89.00,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,142.00,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),11679.00,,,2023,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,7.00,,,2023,Annual
Other Equity Total ,OtherEquityTotal,-66,,,2023,Annual
Total Equity ,TotalEquity,11851.00,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,27023.00,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,89.00,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,128.89,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
