displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,8.70
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,45.42
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,45.41
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,125.92
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,35.83
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,37.61
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,37.61
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,64.17
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,681.36
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,37.61
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,37.62
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,37.62
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,130.93
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,130.93
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,11.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,681.38
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,37.61
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,125.92
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,11.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,37.61
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,35.83
