displayName,key,value
Market Cap,marketCap,315696.76
52 week Low Date,52WeekLowDate,2025-04-07T00:00:00
Price - 1 Day % Change,price1DayPercentChange,0.12
Relative (S&P500) price percent change - 13 week,relativePricePercentChange13Week,2.48
Avg trading volume last 10 days,avgTradingVolumeLast10Days,0.63
Price - 13 week price percent change,price13WeekPricePercentChange,12.27
Price - 52 week price percent change,price52WeekPricePercentChange,5.62
Avg Trading Volume Last 3 months,avgTradingVolumeLast3months,18.12
Price - 5 Day % Change,price5DayPercentChange,-2.35
Price % Change Month To Date,pricePercentChangeMonthToDate,-1.43
Relative (S&P500) price percent change - 04 week,relativePricePercentChange-04week,2.58
52 week High Date,52WeekHighDate,2024-09-27T00:00:00
Price - 26 week price percent change,price26WeekPricePercentChange,1.83
PDATE,PDATE,2025-06-05T00:00:00
Price - YTD price percent change,priceYTDPricePercentChange,7.71
Relative (S&P500) price percent change - 52 week,relativePricePercentChange52Week,-3.54
NPRICE,NPRICE,3504.00
Relative (S&P500) price percent change - 26 week,relativePricePercentChange26Week,2.23
52 week Low,52WeekLow,2925.00
52 week High,52WeekHigh,3867.00
Beta,beta,1.24
Relative (S&P500) price percent change - Year to Date,relativePricePercentChangeYearToDate,3.34
