displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,35.10,,,2022,Annual
Short Term Investments ,ShortTermInvestments,7103.00,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,7138.10,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2043.30,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,5861.80,,,2022,Annual
Total Inventory ,TotalInventory,3532.30,,,2022,Annual
Prepaid Expenses ,PrepaidExpenses,129.90,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,131.30,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,16793.40,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,31275.90,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-17878.60,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,16043.50,,,2022,Annual
Intangibles Net ,IntangiblesNet,640.20,,,2022,Annual
Long Term Investments ,LongTermInvestments,37934.60,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,1614.10,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1629.70,,,2022,Annual
Total Assets ,TotalAssets,74655.50,,,2022,Annual
Accounts Payable ,AccountsPayable,9765.20,,,2022,Annual
Accrued Expenses ,AccruedExpenses,0.30,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,381.90,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,10.70,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,6865.40,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,17023.50,,,2022,Annual
Long Term Debt ,LongTermDebt,0.00,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,32.90,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,32.90,,,2022,Annual
Total Debt ,TotalDebt,425.50,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,0.00,,,2022,Annual
Minority Interest ,MinorityInterest,0.00,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,2265.60,,,2022,Annual
Total Liabilities ,TotalLiabilities,19322.00,,,2022,Annual
Common Stock Total ,CommonStockTotal,151.00,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,424.10,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),53524.40,,,2022,Annual
Other Equity Total ,OtherEquityTotal,1234.00,,,2022,Annual
Total Equity ,TotalEquity,55333.50,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,74655.50,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,30.21,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,1810.56,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
