displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,25.80,,,2024,Annual
Cash Equivalents ,CashEquivalents,2633.70,,,2024,Annual
Short Term Investments ,ShortTermInvestments,6475.40,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,9134.90,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4684.00,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,7631.50,,,2024,Annual
Total Inventory ,TotalInventory,5318.10,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,241.90,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,307.40,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,22633.80,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,58876.70,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-31465.60,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,34915.40,,,2024,Annual
Intangibles Net ,IntangiblesNet,684.20,,,2024,Annual
Long Term Investments ,LongTermInvestments,53383.80,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,2202.20,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1531.40,,,2024,Annual
Total Assets ,TotalAssets,115350.80,,,2024,Annual
Accounts Payable ,AccountsPayable,16988.40,,,2024,Annual
Accrued Expenses ,AccruedExpenses,762.90,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,33.10,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,17.80,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,8149.60,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,25951.80,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,67.70,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,67.70,,,2024,Annual
Total Debt ,TotalDebt,118.60,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,388.80,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,3306.50,,,2024,Annual
Total Liabilities ,TotalLiabilities,29714.80,,,2024,Annual
Common Stock Total ,CommonStockTotal,157.20,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,13258.40,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),70595.80,,,2024,Annual
Other Equity Total ,OtherEquityTotal,1624.60,,,2024,Annual
Total Equity ,TotalEquity,85636.00,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,115350.80,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,31.44,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,2702.01,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
