displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,5321.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,3034.10,,,2021,Annual
Non- Cash Items ,Non-CashItems,-2834.50,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,3335.60,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,8856.20,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-2370.30,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-4921,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-7291.30,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-101.60,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1812.50,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,369.20,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1544.90,,,2021,Annual
Net Changein Cash ,NetChangeinCash,20.00,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,101.60,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,1011.30,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
