displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,17424.50,,,2024,Interim
Depreciation/ Depletion ,Depreciation/Depletion,5255.80,,,2024,Interim
Non- Cash Items ,Non-CashItems,-4063.50,,,2024,Interim
Changesin Working Capital ,ChangesinWorkingCapital,-1815.70,,,2024,Interim
Cashfrom Operating Activities ,CashfromOperatingActivities,16801.10,,,2024,Interim
Capital Expenditures ,CapitalExpenditures,-9199.90,,,2024,Interim
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-2664.90,,,2024,Interim
Cashfrom Investing Activities ,CashfromInvestingActivities,-11864.80,,,2024,Interim
Financing Cash Flow Items ,FinancingCashFlowItems,-147.20,,,2024,Interim
Total Cash Dividends Paid ,TotalCashDividendsPaid,-2718.70,,,2024,Interim
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-1196.10,,,2024,Interim
Cashfrom Financing Activities ,CashfromFinancingActivities,-4062,,,2024,Interim
Net Changein Cash ,NetChangeinCash,874.30,,,2024,Interim
Cash Interest Paid ,CashInterestPaid,147.20,,,2024,Interim
Cash Taxes Paid ,CashTaxesPaid,3597.10,,,2024,Interim
period Length ,periodLength,12,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
