displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,28011.10,,,2024,Annual
Total Revenue ,TotalRevenue,28011.10,,,2024,Annual
Costof Revenue Total ,CostofRevenueTotal,8939.80,,,2024,Annual
Gross Profit ,GrossProfit,19071.30,,,2024,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,9202.60,,,2024,Annual
Research Development ,ResearchDevelopment,1935.30,,,2024,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1470.00,,,2024,Annual
Unusual Expense( Income) ,UnusualExpense(Income),0.30,,,2024,Annual
Total Operating Expense ,TotalOperatingExpense,21548.00,,,2024,Annual
Operating Income ,OperatingIncome,6463.10,,,2024,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,413.70,,,2024,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,90.00,,,2024,Annual
Other Net ,OtherNet,234.20,,,2024,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,7201.00,,,2024,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1623.10,,,2024,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,5577.90,,,2024,Annual
Minority Interest ,MinorityInterest,0.00,,,2024,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,5577.90,,,2024,Annual
Net Income ,NetIncome,5577.90,,,2024,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,5577.90,,,2024,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,5577.90,,,2024,Annual
Diluted Net Income ,DilutedNetIncome,5577.90,,,2024,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,83.35,,,2024,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,66.92,,,2024,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.00,,,2024,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,66.08,,,2024,Annual
period Length ,periodLength,12,,,2024,Annual
period Type ,periodType,Months,,,2024,Annual
