displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1238.40,,,2022,Annual
Cash Equivalents ,CashEquivalents,231.00,,,2022,Annual
Short Term Investments ,ShortTermInvestments,2951.30,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4420.70,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,6676.40,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,7808.30,,,2022,Annual
Total Inventory ,TotalInventory,5088.40,,,2022,Annual
Prepaid Expenses ,PrepaidExpenses,113.80,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,351.10,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,17782.30,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,12806.70,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7919.80,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,6166.50,,,2022,Annual
Goodwill Net ,GoodwillNet,547.30,,,2022,Annual
Intangibles Net ,IntangiblesNet,2701.10,,,2022,Annual
Long Term Investments ,LongTermInvestments,808.90,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,384.70,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1356.10,,,2022,Annual
Total Assets ,TotalAssets,29746.90,,,2022,Annual
Accounts Payable ,AccountsPayable,2266.20,,,2022,Annual
Accrued Expenses ,AccruedExpenses,2403.60,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,2708.20,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,101.70,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2286.10,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,9765.80,,,2022,Annual
Long Term Debt ,LongTermDebt,380.00,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,194.60,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,574.60,,,2022,Annual
Total Debt ,TotalDebt,3384.50,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,1.40,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,192.70,,,2022,Annual
Total Liabilities ,TotalLiabilities,10534.50,,,2022,Annual
Common Stock Total ,CommonStockTotal,83.20,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,670.10,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),18342.80,,,2022,Annual
Treasury Stock- Common ,TreasuryStock-Common,-160.10,,,2022,Annual
Other Equity Total ,OtherEquityTotal,276.40,,,2022,Annual
Total Equity ,TotalEquity,19212.40,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,29746.90,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,82.98,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,192.39,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
