displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,586.70,,,2021,Annual
Cash Equivalents ,CashEquivalents,877.60,,,2021,Annual
Short Term Investments ,ShortTermInvestments,1974.40,,,2021,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,3438.70,,,2021,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4964.10,,,2021,Annual
Total Receivables Net ,TotalReceivablesNet,6133.70,,,2021,Annual
Total Inventory ,TotalInventory,4541.20,,,2021,Annual
Prepaid Expenses ,PrepaidExpenses,114.10,,,2021,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,322.60,,,2021,Annual
Total Current Assets ,TotalCurrentAssets,14550.30,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,11736.80,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-7004.60,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5686.10,,,2021,Annual
Goodwill Net ,GoodwillNet,559.90,,,2021,Annual
Intangibles Net ,IntangiblesNet,3524.80,,,2021,Annual
Long Term Investments ,LongTermInvestments,843.50,,,2021,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,310.30,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1141.90,,,2021,Annual
Total Assets ,TotalAssets,26616.80,,,2021,Annual
Accounts Payable ,AccountsPayable,1810.90,,,2021,Annual
Accrued Expenses ,AccruedExpenses,2139.90,,,2021,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,2314.50,,,2021,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,86.40,,,2021,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1752.10,,,2021,Annual
Total Current Liabilities ,TotalCurrentLiabilities,8103.80,,,2021,Annual
Long Term Debt ,LongTermDebt,380.00,,,2021,Annual
Capital Lease Obligations ,CapitalLeaseObligations,249.90,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,629.90,,,2021,Annual
Total Debt ,TotalDebt,3030.80,,,2021,Annual
Deferred Income Tax ,DeferredIncomeTax,28.90,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,212.50,,,2021,Annual
Total Liabilities ,TotalLiabilities,8975.10,,,2021,Annual
Common Stock Total ,CommonStockTotal,83.20,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,630.80,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),16560.40,,,2021,Annual
Treasury Stock- Common ,TreasuryStock-Common,-196.70,,,2021,Annual
Other Equity Total ,OtherEquityTotal,564.00,,,2021,Annual
Total Equity ,TotalEquity,17641.70,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,26616.80,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,82.86,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,163.61,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
