displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,7696.10,,,2025,Interim
Total Revenue ,TotalRevenue,7696.10,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,2181.70,,,2025,Interim
Gross Profit ,GrossProfit,5514.40,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3384.00,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,380.60,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),0.50,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,5946.80,,,2025,Interim
Operating Income ,OperatingIncome,1749.30,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-53.90,,,2025,Interim
Other Net ,OtherNet,187.20,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1882.60,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,490.20,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,1392.40,,,2025,Interim
Minority Interest ,MinorityInterest,0.00,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1392.40,,,2025,Interim
Net Income ,NetIncome,1392.40,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1392.40,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1392.40,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,1392.40,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,83.40,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,16.70,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,16.70,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
