displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,7679.50,,,2025,Annual
Depreciation/ Depletion ,Depreciation/Depletion,1703.70,,,2025,Annual
Non- Cash Items ,Non-CashItems,257.80,,,2025,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-4998.20,,,2025,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,4642.80,,,2025,Annual
Capital Expenditures ,CapitalExpenditures,-3439.80,,,2025,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-1662.30,,,2025,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-5102.10,,,2025,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-348.30,,,2025,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-666.20,,,2025,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-119.60,,,2025,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,2319.60,,,2025,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,1185.50,,,2025,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,22.40,,,2025,Annual
Net Changein Cash ,NetChangeinCash,748.60,,,2025,Annual
Cash Interest Paid ,CashInterestPaid,348.30,,,2025,Annual
Cash Taxes Paid ,CashTaxesPaid,1999.30,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
