displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,17517.00,,,2020,Annual
Total Revenue ,TotalRevenue,17517.00,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,6012.60,,,2020,Annual
Gross Profit ,GrossProfit,11504.40,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,5881.00,,,2020,Annual
Research Development ,ResearchDevelopment,1469.60,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1163.10,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),1676.70,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,16203.00,,,2020,Annual
Operating Income ,OperatingIncome,1314.00,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,202.40,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-6.70,,,2020,Annual
Other Net ,OtherNet,376.00,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,1885.70,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-136.20,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,2021.90,,,2020,Annual
Minority Interest ,MinorityInterest,0.00,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2021.90,,,2020,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,4.10,,,2020,Annual
Net Income ,NetIncome,2026.00,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2021.90,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2026.00,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,2026.00,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,83.04,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,24.35,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,37.52,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
