displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,7.00
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,89.17
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,87.96
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,271.10
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,73.38
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,67.81
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,67.79
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,103.79
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,391.85
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,67.81
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,67.89
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,67.89
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,403.24
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,403.24
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,8.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,386.52
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,67.94
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,271.10
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,8.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,67.79
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,73.38
