displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,7113.80,,,2024,Interim
Total Revenue ,TotalRevenue,7113.80,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,2092.10,,,2024,Interim
Gross Profit ,GrossProfit,5021.70,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3206.20,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,367.70,,,2024,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-17.30,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,5648.70,,,2024,Interim
Operating Income ,OperatingIncome,1465.10,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-55.80,,,2024,Interim
Other Net ,OtherNet,195.90,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,1605.20,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,295.40,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,1309.80,,,2024,Interim
Minority Interest ,MinorityInterest,0.00,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1309.80,,,2024,Interim
Net Income ,NetIncome,1309.80,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1309.80,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1309.80,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,1309.80,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,83.41,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,15.70,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,15.53,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
