displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,162990.00,,,2025,Annual
Total Revenue ,TotalRevenue,162990.00,,,2025,Annual
Costof Revenue Total ,CostofRevenueTotal,113347.00,,,2025,Annual
Gross Profit ,GrossProfit,49643.00,,,2025,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,15171.00,,,2025,Annual
Unusual Expense( Income) ,UnusualExpense(Income),48.00,,,2025,Annual
Total Operating Expense ,TotalOperatingExpense,128566.00,,,2025,Annual
Operating Income ,OperatingIncome,34424.00,,,2025,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,2706.00,,,2025,Annual
Other Net ,OtherNet,478.00,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,37608.00,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,10858.00,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,26750.00,,,2025,Annual
Minority Interest ,MinorityInterest,-37,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,26713.00,,,2025,Annual
Net Income ,NetIncome,26713.00,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,26713.00,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,26713.00,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,26713.00,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,415.21,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,64.34,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,43.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,64.42,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
