displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,19423.00,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,3267.00,,,2021,Annual
Non- Cash Items ,Non-CashItems,7193.00,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-5756,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,24127.00,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-2107,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-6252,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-8359,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,14.00,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-9117,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,15.00,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-698,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-9786,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,83.00,,,2021,Annual
Net Changein Cash ,NetChangeinCash,6065.00,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,6389.00,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
