displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,39315.00,,,2025,Interim
Total Revenue ,TotalRevenue,39315.00,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,27177.00,,,2025,Interim
Gross Profit ,GrossProfit,12138.00,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3853.00,,,2025,Interim
Unusual Expense( Income) ,UnusualExpense(Income),-3,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,31027.00,,,2025,Interim
Operating Income ,OperatingIncome,8288.00,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,705.00,,,2025,Interim
Other Net ,OtherNet,28.00,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,9021.00,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2647.00,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,6374.00,,,2025,Interim
Minority Interest ,MinorityInterest,-6,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,6368.00,,,2025,Interim
Net Income ,NetIncome,6368.00,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,6368.00,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,6368.00,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,6368.00,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,414.81,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,15.35,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,15.35,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
